heat_id,pipe_id,specimen,grade,melting_practice,rolling_practice,slab_thickness_in,od_in,gauge_in,ca_ppm,s_ppm,exit_temp_c,coiling_temp_c,test_temp_c,orientation,specimen_size,location,charpy_j
"H-015","H-015-P03","2","X65","MP-04","RP-01","10","8.625","0.3","17","10","814","571","-5","Transverse","Full-size","Base metal","192"
"H-015","H-015-P03","3","X65","MP-04","RP-01","10","8.625","0.3","17","10","814","571","-5","Transverse","Full-size","Base metal","181"
"H-015","H-015-P04","1","X65","MP-04","RP-02","10","10.75","0.331","17","10","821","582","-5","Transverse","Full-size","Base metal","171"
"H-015","H-015-P04","2","X65","MP-04","RP-02","10","10.75","0.331","17","10","821","582","-5","Transverse","Full-size","Base metal","173"
"H-015","H-015-P04","3","X65","MP-04","RP-02","10","10.75","0.331","17","10","821","582","-5","Transverse","Full-size","Base metal","176"
"H-015","H-015-P05","1","X65","MP-04","RP-03","10","12.75","0.323","17","10","828","593","-5","Transverse","Full-size","Base metal","177"
"H-015","H-015-P05","2","X65","MP-04","RP-03","10","12.75","0.323","17","10","828","593","-5","Transverse","Full-size","Base metal","180"
"H-015","H-015-P05","3","X65","MP-04","RP-03","10","12.75","0.323","17","10","828","593","-5","Transverse","Full-size","Base metal","182"
"H-016","H-016-P01","1","X65","MP-01","RP-03","8","12.75","0.3","24","15","809","556","-5","Transverse","Full-size","Base metal","184"
"H-016","H-016-P01","2","X65","MP-01","RP-03","8","12.75","0.3","24","15","809","556","-5","Transverse","Full-size","Base metal","172"
"H-016","H-016-P01","3","X65","MP-01","RP-03","8","12.75","0.3","24","15","809","556","-5","Transverse","Full-size","Base metal","175"
"H-016","H-016-P02","1","X65","MP-01","RP-01","8","8.625","0.331","24","15","816","567","-5","Transverse","Full-size","Base metal","176"
"H-016","H-016-P02","2","X65","MP-01","RP-01","8","8.625","0.331","24","15","816","567","-5","Transverse","Full-size","Base metal","179"
"H-016","H-016-P02","3","X65","MP-01","RP-01","8","8.625","0.331","24","15","816","567","-5","Transverse","Full-size","Base metal","181"
"H-016","H-016-P03","1","X65","MP-01","RP-02","8","10.75","0.323","24","15","823","578","-5","Transverse","Full-size","Base metal","183"
"H-016","H-016-P03","2","X65","MP-01","RP-02","8","10.75","0.323","24","15","823","578","-5","Transverse","Full-size","Base metal","185"
"H-016","H-016-P03","3","X65","MP-01","RP-02","8","10.75","0.323","24","15","823","578","-5","Transverse","Full-size","Base metal","187"
"H-016","H-016-P04","1","X65","MP-01","RP-03","8","12.75","0.3","24","15","830","589","-5","Transverse","Full-size","Base metal","177"
"H-016","H-016-P04","2","X65","MP-01","RP-03","8","12.75","0.3","24","15","830","589","-5","Transverse","Full-size","Base metal","180"
"H-016","H-016-P04","3","X65","MP-01","RP-03","8","12.75","0.3","24","15","830","589","-5","Transverse","Full-size","Base metal","169"
"H-017","H-017-P01","1","X65","MP-02","RP-01","8","8.625","0.323","31","20","818","563","-5","Transverse","Full-size","Base metal","149"
"H-017","H-017-P01","2","X65","MP-02","RP-01","8","8.625","0.323","31","20","818","563","-5","Transverse","Full-size","Base metal","151"
"H-017","H-017-P01","3","X65","MP-02","RP-01","8","8.625","0.323","31","20","818","563","-5","Transverse","Full-size","Base metal","153"
"H-017","H-017-P02","1","X65","MP-02","RP-02","8","10.75","0.3","31","20","825","574","-5","Transverse","Full-size","Base metal","155"
"H-017","H-017-P02","2","X65","MP-02","RP-02","8","10.75","0.3","31","20","825","574","-5","Transverse","Full-size","Base metal","157"
"H-017","H-017-P02","3","X65","MP-02","RP-02","8","10.75","0.3","31","20","825","574","-5","Transverse","Full-size","Base metal","146"
"H-017","H-017-P03","1","X65","MP-02","RP-03","8","12.75","0.331","31","20","832","585","-5","Transverse","Full-size","Base metal","148"
"H-017","H-017-P03","2","X65","MP-02","RP-03","8","12.75","0.331","31","20","832","585","-5","Transverse","Full-size","Base metal","150"
"H-017","H-017-P03","3","X65","MP-02","RP-03","8","12.75","0.331","31","20","832","585","-5","Transverse","Full-size","Base metal","152"
"H-018","H-018-P01","1","X65","MP-03","RP-02","10","10.75","0.331","13","7","827","570","-5","Transverse","Full-size","Base metal","205"
"H-018","H-018-P01","2","X65","MP-03","RP-02","10","10.75","0.331","13","7","827","570","-5","Transverse","Full-size","Base metal","207"
"H-018","H-018-P01","3","X65","MP-03","RP-02","10","10.75","0.331","13","7","827","570","-5","Transverse","Full-size","Base metal","210"
"H-018","H-018-P02","1","X65","MP-03","RP-03","10","12.75","0.323","13","7","834","581","-5","Transverse","Full-size","Base metal","211"
"H-018","H-018-P02","2","X65","MP-03","RP-03","10","12.75","0.323","13","7","834","581","-5","Transverse","Full-size","Base metal","214"
"H-018","H-018-P02","3","X65","MP-03","RP-03","10","12.75","0.323","13","7","834","581","-5","Transverse","Full-size","Base metal","216"
"H-019","H-019-P01","1","X65","MP-04","RP-03","8","12.75","0.3","20","12","836","577","-5","Transverse","Full-size","Base metal","184"
"H-019","H-019-P01","2","X65","MP-04","RP-03","8","12.75","0.3","20","12","836","577","-5","Transverse","Full-size","Base metal","186"
"H-019","H-019-P01","3","X65","MP-04","RP-03","8","12.75","0.3","20","12","836","577","-5","Transverse","Full-size","Base metal","175"
"H-019","H-019-P02","1","X65","MP-04","RP-01","8","8.625","0.331","20","12","782","588","-5","Transverse","Full-size","Base metal","187"
"H-019","H-019-P02","2","X65","MP-04","RP-01","8","8.625","0.331","20","12","782","588","-5","Transverse","Full-size","Base metal","190"
"H-019","H-019-P02","3","X65","MP-04","RP-01","8","8.625","0.331","20","12","782","588","-5","Transverse","Full-size","Base metal","192"
"H-019","H-019-P03","1","X65","MP-04","RP-02","8","10.75","0.323","20","12","789","599","-5","Transverse","Full-size","Base metal","194"
"H-019","H-019-P03","2","X65","MP-04","RP-02","8","10.75","0.323","20","12","789","599","-5","Transverse","Full-size","Base metal","196"
"H-019","H-019-P03","3","X65","MP-04","RP-02","8","10.75","0.323","20","12","789","599","-5","Transverse","Full-size","Base metal","198"
"H-019","H-019-P04","1","X65","MP-04","RP-03","8","12.75","0.3","20","12","796","554","-5","Transverse","Full-size","Base metal","188"
"H-019","H-019-P04","2","X65","MP-04","RP-03","8","12.75","0.3","20","12","796","554","-5","Transverse","Full-size","Base metal","191"
"H-019","H-019-P04","3","X65","MP-04","RP-03","8","12.75","0.3","20","12","796","554","-5","Transverse","Full-size","Base metal","179"
"H-019","H-019-P05","1","X65","MP-04","RP-01","8","8.625","0.331","20","12","803","565","-5","Transverse","Full-size","Base metal","195"
"H-019","H-019-P05","2","X65","MP-04","RP-01","8","8.625","0.331","20","12","803","565","-5","Transverse","Full-size","Base metal","183"
"H-019","H-019-P05","3","X65","MP-04","RP-01","8","8.625","0.331","20","12","803","565","-5","Transverse","Full-size","Base metal","186"
"H-019","H-019-P06","1","X65","MP-04","RP-02","8","10.75","0.323","20","12","810","576","-5","Transverse","Full-size","Base metal","187"
"H-019","H-019-P06","2","X65","MP-04","RP-02","8","10.75","0.323","20","12","810","576","-5","Transverse","Full-size","Base metal","190"
"H-019","H-019-P06","3","X65","MP-04","RP-02","8","10.75","0.323","20","12","810","576","-5","Transverse","Full-size","Base metal","192"
"H-019","H-019-P07","1","X65","MP-04","RP-03","8","12.75","0.3","20","12","817","587","-5","Transverse","Full-size","Base metal","182"
"H-019","H-019-P07","2","X65","MP-04","RP-03","8","12.75","0.3","20","12","817","587","-5","Transverse","Full-size","Base metal","184"
"H-019","H-019-P07","3","X65","MP-04","RP-03","8","12.75","0.3","20","12","817","587","-5","Transverse","Full-size","Base metal","187"
"H-020","H-020-P01","1","X65","MP-01","RP-01","8","8.625","0.323","27","17","784","584","-5","Transverse","Full-size","Base metal","160"
"H-020","H-020-P01","2","X65","MP-01","RP-01","8","8.625","0.323","27","17","784","584","-5","Transverse","Full-size","Base metal","162"
"H-020","H-020-P01","3","X65","MP-01","RP-01","8","8.625","0.323","27","17","784","584","-5","Transverse","Full-size","Base metal","164"
"H-020","H-020-P02","1","X65","MP-01","RP-02","8","10.75","0.3","27","17","791","595","-5","Transverse","Full-size","Base metal","166"
"H-020","H-020-P02","2","X65","MP-01","RP-02","8","10.75","0.3","27","17","791","595","-5","Transverse","Full-size","Base metal","168"
"H-020","H-020-P02","3","X65","MP-01","RP-02","8","10.75","0.3","27","17","791","595","-5","Transverse","Full-size","Base metal","157"
"H-020","H-020-P03","1","X65","MP-01","RP-03","8","12.75","0.331","27","17","798","550","-5","Transverse","Full-size","Base metal","159"
"H-020","H-020-P03","2","X65","MP-01","RP-03","8","12.75","0.331","27","17","798","550","-5","Transverse","Full-size","Base metal","161"
"H-020","H-020-P03","3","X65","MP-01","RP-03","8","12.75","0.331","27","17","798","550","-5","Transverse","Full-size","Base metal","163"
"H-020","H-020-P04","1","X65","MP-01","RP-01","8","8.625","0.323","27","17","805","561","-5","Transverse","Full-size","Base metal","153"
"H-020","H-020-P04","2","X65","MP-01","RP-01","8","8.625","0.323","27","17","805","561","-5","Transverse","Full-size","Base metal","156"
"H-020","H-020-P04","3","X65","MP-01","RP-01","8","8.625","0.323","27","17","805","561","-5","Transverse","Full-size","Base metal","158"
"H-020","H-020-P05","1","X65","MP-01","RP-02","8","10.75","0.3","27","17","812","572","-5","Transverse","Full-size","Base metal","160"
"H-020","H-020-P05","2","X65","MP-01","RP-02","8","10.75","0.3","27","17","812","572","-5","Transverse","Full-size","Base metal","162"
"H-020","H-020-P05","3","X65","MP-01","RP-02","8","10.75","0.3","27","17","812","572","-5","Transverse","Full-size","Base metal","164"
"H-020","H-020-P06","1","X65","MP-01","RP-03","8","12.75","0.331","27","17","819","583","-5","Transverse","Full-size","Base metal","166"
"H-020","H-020-P06","2","X65","MP-01","RP-03","8","12.75","0.331","27","17","819","583","-5","Transverse","Full-size","Base metal","155"
"H-020","H-020-P06","3","X65","MP-01","RP-03","8","12.75","0.331","27","17","819","583","-5","Transverse","Full-size","Base metal","157"
"H-021","H-021-P01","1","X65","MP-02","RP-02","10","10.75","0.331","34","22","793","591","-5","Transverse","Full-size","Base metal","152"
"H-021","H-021-P01","2","X65","MP-02","RP-02","10","10.75","0.331","34","22","793","591","-5","Transverse","Full-size","Base metal","155"
"H-021","H-021-P01","3","X65","MP-02","RP-02","10","10.75","0.331","34","22","793","591","-5","Transverse","Full-size","Base metal","157"
"H-021","H-021-P02","1","X65","MP-02","RP-03","10","12.75","0.323","34","22","800","546","-5","Transverse","Full-size","Base metal","159"
"H-021","H-021-P02","2","X65","MP-02","RP-03","10","12.75","0.323","34","22","800","546","-5","Transverse","Full-size","Base metal","161"
"H-021","H-021-P02","3","X65","MP-02","RP-03","10","12.75","0.323","34","22","800","546","-5","Transverse","Full-size","Base metal","163"
"H-021","H-021-P03","1","X65","MP-02","RP-01","10","8.625","0.3","34","22","807","557","-5","Transverse","Full-size","Base metal","165"
"H-021","H-021-P03","2","X65","MP-02","RP-01","10","8.625","0.3","34","22","807","557","-5","Transverse","Full-size","Base metal","167"
"H-021","H-021-P03","3","X65","MP-02","RP-01","10","8.625","0.3","34","22","807","557","-5","Transverse","Full-size","Base metal","156"
"H-021","H-021-P04","1","X65","MP-02","RP-02","10","10.75","0.331","34","22","814","568","-5","Transverse","Full-size","Base metal","159"
"H-021","H-021-P04","2","X65","MP-02","RP-02","10","10.75","0.331","34","22","814","568","-5","Transverse","Full-size","Base metal","148"
"H-021","H-021-P04","3","X65","MP-02","RP-02","10","10.75","0.331","34","22","814","568","-5","Transverse","Full-size","Base metal","151"
"H-021","H-021-P05","1","X65","MP-02","RP-03","10","12.75","0.323","34","22","821","579","-5","Transverse","Full-size","Base metal","152"
"H-021","H-021-P05","2","X65","MP-02","RP-03","10","12.75","0.323","34","22","821","579","-5","Transverse","Full-size","Base metal","155"
"H-021","H-021-P05","3","X65","MP-02","RP-03","10","12.75","0.323","34","22","821","579","-5","Transverse","Full-size","Base metal","157"
"H-022","H-022-P01","1","X65","MP-03","RP-03","8","12.75","0.3","16","9","802","598","-5","Transverse","Full-size","Base metal","194"
"H-022","H-022-P01","2","X65","MP-03","RP-03","8","12.75","0.3","16","9","802","598","-5","Transverse","Full-size","Base metal","197"
"H-022","H-022-P01","3","X65","MP-03","RP-03","8","12.75","0.3","16","9","802","598","-5","Transverse","Full-size","Base metal","186"
"H-022","H-022-P02","1","X65","MP-03","RP-01","8","8.625","0.331","16","9","809","553","-5","Transverse","Full-size","Base metal","187"
"H-022","H-022-P02","2","X65","MP-03","RP-01","8","8.625","0.331","16","9","809","553","-5","Transverse","Full-size","Base metal","190"
"H-022","H-022-P02","3","X65","MP-03","RP-01","8","8.625","0.331","16","9","809","553","-5","Transverse","Full-size","Base metal","192"
"H-022","H-022-P03","1","X65","MP-03","RP-02","8","10.75","0.323","16","9","816","564","-5","Transverse","Full-size","Base metal","194"
"H-022","H-022-P03","2","X65","MP-03","RP-02","8","10.75","0.323","16","9","816","564","-5","Transverse","Full-size","Base metal","196"
"H-022","H-022-P03","3","X65","MP-03","RP-02","8","10.75","0.323","16","9","816","564","-5","Transverse","Full-size","Base metal","198"
"H-022","H-022-P04","1","X65","MP-03","RP-03","8","12.75","0.3","16","9","823","575","-5","Transverse","Full-size","Base metal","188"
"H-022","H-022-P04","2","X65","MP-03","RP-03","8","12.75","0.3","16","9","823","575","-5","Transverse","Full-size","Base metal","191"
"H-022","H-022-P04","3","X65","MP-03","RP-03","8","12.75","0.3","16","9","823","575","-5","Transverse","Full-size","Base metal","193"
"H-023","H-023-P01","1","X65","MP-04","RP-01","8","8.625","0.323","23","14","811","549","-5","Transverse","Full-size","Base metal","159"
"H-023","H-023-P01","2","X65","MP-04","RP-01","8","8.625","0.323","23","14","811","549","-5","Transverse","Full-size","Base metal","162"
"H-023","H-023-P01","3","X65","MP-04","RP-01","8","8.625","0.323","23","14","811","549","-5","Transverse","Full-size","Base metal","164"
"H-023","H-023-P02","1","X65","MP-04","RP-02","8","10.75","0.3","23","14","818","560","-5","Transverse","Full-size","Base metal","166"
"H-023","H-023-P02","2","X65","MP-04","RP-02","8","10.75","0.3","23","14","818","560","-5","Transverse","Full-size","Base metal","168"
"H-023","H-023-P02","3","X65","MP-04","RP-02","8","10.75","0.3","23","14","818","560","-5","Transverse","Full-size","Base metal","157"
"H-023","H-023-P03","1","X65","MP-04","RP-03","8","12.75","0.331","23","14","825","571","-5","Transverse","Full-size","Base metal","172"
"H-023","H-023-P03","2","X65","MP-04","RP-03","8","12.75","0.331","23","14","825","571","-5","Transverse","Full-size","Base metal","161"
"H-023","H-023-P03","3","X65","MP-04","RP-03","8","12.75","0.331","23","14","825","571","-5","Transverse","Full-size","Base metal","163"
"H-024","H-024-P01","1","X65","MP-01","RP-02","10","10.75","0.331","30","19","820","556","-5","Transverse","Full-size","Base metal","152"
"H-024","H-024-P01","2","X65","MP-01","RP-02","10","10.75","0.331","30","19","820","556","-5","Transverse","Full-size","Base metal","155"
"H-024","H-024-P01","3","X65","MP-01","RP-02","10","10.75","0.331","30","19","820","556","-5","Transverse","Full-size","Base metal","157"
"H-024","H-024-P02","1","X65","MP-01","RP-03","10","12.75","0.323","30","19","827","567","-5","Transverse","Full-size","Base metal","158"
"H-024","H-024-P02","2","X65","MP-01","RP-03","10","12.75","0.323","30","19","827","567","-5","Transverse","Full-size","Base metal","161"
"H-024","H-024-P02","3","X65","MP-01","RP-03","10","12.75","0.323","30","19","827","567","-5","Transverse","Full-size","Base metal","163"
"H-025","H-025-P01","1","X65","MP-02","RP-03","8","12.75","0.3","12","24","829","563","-5","Transverse","Full-size","Base metal","162"
"H-025","H-025-P01","2","X65","MP-02","RP-03","8","12.75","0.3","12","24","829","563","-5","Transverse","Full-size","Base metal","164"
"H-025","H-025-P01","3","X65","MP-02","RP-03","8","12.75","0.3","12","24","829","563","-5","Transverse","Full-size","Base metal","153"
"H-025","H-025-P02","1","X65","MP-02","RP-01","8","8.625","0.331","12","24","836","574","-5","Transverse","Full-size","Base metal","168"
"H-025","H-025-P02","2","X65","MP-02","RP-01","8","8.625","0.331","12","24","836","574","-5","Transverse","Full-size","Base metal","157"
"H-025","H-025-P02","3","X65","MP-02","RP-01","8","8.625","0.331","12","24","836","574","-5","Transverse","Full-size","Base metal","160"
"H-025","H-025-P03","1","X65","MP-02","RP-02","8","10.75","0.323","12","24","782","585","-5","Transverse","Full-size","Base metal","172"
"H-025","H-025-P03","2","X65","MP-02","RP-02","8","10.75","0.323","12","24","782","585","-5","Transverse","Full-size","Base metal","174"
"H-025","H-025-P03","3","X65","MP-02","RP-02","8","10.75","0.323","12","24","782","585","-5","Transverse","Full-size","Base metal","177"
"H-025","H-025-P04","1","X65","MP-02","RP-03","8","12.75","0.3","12","24","789","596","-5","Transverse","Full-size","Base metal","167"
"H-025","H-025-P04","2","X65","MP-02","RP-03","8","12.75","0.3","12","24","789","596","-5","Transverse","Full-size","Base metal","169"
"H-025","H-025-P04","3","X65","MP-02","RP-03","8","12.75","0.3","12","24","789","596","-5","Transverse","Full-size","Base metal","171"
"H-025","H-025-P05","1","X65","MP-02","RP-01","8","8.625","0.331","12","24","796","551","-5","Transverse","Full-size","Base metal","173"
"H-025","H-025-P05","2","X65","MP-02","RP-01","8","8.625","0.331","12","24","796","551","-5","Transverse","Full-size","Base metal","162"
"H-025","H-025-P05","3","X65","MP-02","RP-01","8","8.625","0.331","12","24","796","551","-5","Transverse","Full-size","Base metal","164"
"H-025","H-025-P06","1","X65","MP-02","RP-02","8","10.75","0.323","12","24","803","562","-5","Transverse","Full-size","Base metal","166"
"H-025","H-025-P06","2","X65","MP-02","RP-02","8","10.75","0.323","12","24","803","562","-5","Transverse","Full-size","Base metal","168"
"H-025","H-025-P06","3","X65","MP-02","RP-02","8","10.75","0.323","12","24","803","562","-5","Transverse","Full-size","Base metal","171"
"H-025","H-025-P07","1","X65","MP-02","RP-03","8","12.75","0.3","12","24","810","573","-5","Transverse","Full-size","Base metal","160"
"H-025","H-025-P07","2","X65","MP-02","RP-03","8","12.75","0.3","12","24","810","573","-5","Transverse","Full-size","Base metal","163"
"H-025","H-025-P07","3","X65","MP-02","RP-03","8","12.75","0.3","12","24","810","573","-5","Transverse","Full-size","Base metal","165"
"H-026","H-026-P01","1","X65","MP-03","RP-01","8","8.625","0.323","19","11","838","570","-5","Transverse","Full-size","Base metal","187"
"H-026","H-026-P01","2","X65","MP-03","RP-01","8","8.625","0.323","19","11","838","570","-5","Transverse","Full-size","Base metal","189"
"H-026","H-026-P01","3","X65","MP-03","RP-01","8","8.625","0.323","19","11","838","570","-5","Transverse","Full-size","Base metal","192"
"H-026","H-026-P02","1","X65","MP-03","RP-02","8","10.75","0.3","19","11","784","581","-5","Transverse","Full-size","Base metal","204"
"H-026","H-026-P02","2","X65","MP-03","RP-02","8","10.75","0.3","19","11","784","581","-5","Transverse","Full-size","Base metal","207"
"H-026","H-026-P02","3","X65","MP-03","RP-02","8","10.75","0.3","19","11","784","581","-5","Transverse","Full-size","Base metal","209"
"H-026","H-026-P03","1","X65","MP-03","RP-03","8","12.75","0.331","19","11","791","592","-5","Transverse","Full-size","Base metal","211"
"H-026","H-026-P03","2","X65","MP-03","RP-03","8","12.75","0.331","19","11","791","592","-5","Transverse","Full-size","Base metal","199"
"H-026","H-026-P03","3","X65","MP-03","RP-03","8","12.75","0.331","19","11","791","592","-5","Transverse","Full-size","Base metal","202"
"H-026","H-026-P04","1","X65","MP-03","RP-01","8","8.625","0.323","19","11","798","547","-5","Transverse","Full-size","Base metal","192"
"H-026","H-026-P04","2","X65","MP-03","RP-01","8","8.625","0.323","19","11","798","547","-5","Transverse","Full-size","Base metal","194"
"H-026","H-026-P04","3","X65","MP-03","RP-01","8","8.625","0.323","19","11","798","547","-5","Transverse","Full-size","Base metal","197"
"H-026","H-026-P05","1","X65","MP-03","RP-02","8","10.75","0.3","19","11","805","558","-5","Transverse","Full-size","Base metal","198"
"H-026","H-026-P05","2","X65","MP-03","RP-02","8","10.75","0.3","19","11","805","558","-5","Transverse","Full-size","Base metal","200"
"H-026","H-026-P05","3","X65","MP-03","RP-02","8","10.75","0.3","19","11","805","558","-5","Transverse","Full-size","Base metal","203"
"H-026","H-026-P06","1","X65","MP-03","RP-03","8","12.75","0.331","19","11","812","569","-5","Transverse","Full-size","Base metal","204"
"H-026","H-026-P06","2","X65","MP-03","RP-03","8","12.75","0.331","19","11","812","569","-5","Transverse","Full-size","Base metal","207"
"H-026","H-026-P06","3","X65","MP-03","RP-03","8","12.75","0.331","19","11","812","569","-5","Transverse","Full-size","Base metal","196"
"H-027","H-027-P01","1","X65","MP-04","RP-02","10","10.75","0.331","26","16","786","577","-5","Transverse","Full-size","Base metal","177"
"H-027","H-027-P01","2","X65","MP-04","RP-02","10","10.75","0.331","26","16","786","577","-5","Transverse","Full-size","Base metal","165"
"H-027","H-027-P01","3","X65","MP-04","RP-02","10","10.75","0.331","26","16","786","577","-5","Transverse","Full-size","Base metal","168"
"H-027","H-027-P02","1","X65","MP-04","RP-03","10","12.75","0.323","26","16","793","588","-5","Transverse","Full-size","Base metal","169"
"H-027","H-027-P02","2","X65","MP-04","RP-03","10","12.75","0.323","26","16","793","588","-5","Transverse","Full-size","Base metal","172"
"H-027","H-027-P02","3","X65","MP-04","RP-03","10","12.75","0.323","26","16","793","588","-5","Transverse","Full-size","Base metal","174"
"H-027","H-027-P03","1","X65","MP-04","RP-01","10","8.625","0.3","26","16","800","599","-5","Transverse","Full-size","Base metal","176"
"H-027","H-027-P03","2","X65","MP-04","RP-01","10","8.625","0.3","26","16","800","599","-5","Transverse","Full-size","Base metal","178"
"H-027","H-027-P03","3","X65","MP-04","RP-01","10","8.625","0.3","26","16","800","599","-5","Transverse","Full-size","Base metal","181"
"H-027","H-027-P04","1","X65","MP-04","RP-02","10","10.75","0.331","26","16","807","554","-5","Transverse","Full-size","Base metal","170"
"H-027","H-027-P04","2","X65","MP-04","RP-02","10","10.75","0.331","26","16","807","554","-5","Transverse","Full-size","Base metal","159"
"H-027","H-027-P04","3","X65","MP-04","RP-02","10","10.75","0.331","26","16","807","554","-5","Transverse","Full-size","Base metal","162"
"H-027","H-027-P05","1","X65","MP-04","RP-03","10","12.75","0.323","26","16","814","565","-5","Transverse","Full-size","Base metal","163"
"H-027","H-027-P05","2","X65","MP-04","RP-03","10","12.75","0.323","26","16","814","565","-5","Transverse","Full-size","Base metal","165"
"H-027","H-027-P05","3","X65","MP-04","RP-03","10","12.75","0.323","26","16","814","565","-5","Transverse","Full-size","Base metal","168"
"H-028","H-028-P01","1","X65","MP-01","RP-03","8","12.75","0.3","33","21","795","584","-5","Transverse","Full-size","Base metal","142"
"H-028","H-028-P01","2","X65","MP-01","RP-03","8","12.75","0.3","33","21","795","584","-5","Transverse","Full-size","Base metal","144"
"H-028","H-028-P01","3","X65","MP-01","RP-03","8","12.75","0.3","33","21","795","584","-5","Transverse","Full-size","Base metal","146"
"H-028","H-028-P02","1","X65","MP-01","RP-01","8","8.625","0.331","33","21","802","595","-5","Transverse","Full-size","Base metal","148"
"H-028","H-028-P02","2","X65","MP-01","RP-01","8","8.625","0.331","33","21","802","595","-5","Transverse","Full-size","Base metal","137"
"H-028","H-028-P02","3","X65","MP-01","RP-01","8","8.625","0.331","33","21","802","595","-5","Transverse","Full-size","Base metal","139"
"H-028","H-028-P03","1","X65","MP-01","RP-02","8","10.75","0.323","33","21","809","550","-5","Transverse","Full-size","Base metal","141"
"H-028","H-028-P03","2","X65","MP-01","RP-02","8","10.75","0.323","33","21","809","550","-5","Transverse","Full-size","Base metal","143"
"H-028","H-028-P03","3","X65","MP-01","RP-02","8","10.75","0.323","33","21","809","550","-5","Transverse","Full-size","Base metal","146"
"H-028","H-028-P04","1","X65","MP-01","RP-03","8","12.75","0.3","33","21","816","561","-5","Transverse","Full-size","Base metal","135"
"H-028","H-028-P04","2","X65","MP-01","RP-03","8","12.75","0.3","33","21","816","561","-5","Transverse","Full-size","Base metal","138"
"H-028","H-028-P04","3","X65","MP-01","RP-03","8","12.75","0.3","33","21","816","561","-5","Transverse","Full-size","Base metal","140"
"H-029","H-029-P01","1","X65","MP-02","RP-01","8","8.625","0.323","15","8","804","591","-5","Transverse","Full-size","Base metal","198"
"H-029","H-029-P01","2","X65","MP-02","RP-01","8","8.625","0.323","15","8","804","591","-5","Transverse","Full-size","Base metal","200"
"H-029","H-029-P01","3","X65","MP-02","RP-01","8","8.625","0.323","15","8","804","591","-5","Transverse","Full-size","Base metal","203"
"H-029","H-029-P02","1","X65","MP-02","RP-02","8","10.75","0.3","15","8","811","546","-5","Transverse","Full-size","Base metal","204"
"H-029","H-029-P02","2","X65","MP-02","RP-02","8","10.75","0.3","15","8","811","546","-5","Transverse","Full-size","Base metal","207"
"H-029","H-029-P02","3","X65","MP-02","RP-02","8","10.75","0.3","15","8","811","546","-5","Transverse","Full-size","Base metal","209"
"H-029","H-029-P03","1","X65","MP-02","RP-03","8","12.75","0.331","15","8","818","557","-5","Transverse","Full-size","Base metal","211"
"H-029","H-029-P03","2","X65","MP-02","RP-03","8","12.75","0.331","15","8","818","557","-5","Transverse","Full-size","Base metal","199"
"H-029","H-029-P03","3","X65","MP-02","RP-03","8","12.75","0.331","15","8","818","557","-5","Transverse","Full-size","Base metal","202"
"H-030","H-030-P01","1","X65","MP-03","RP-02","10","10.75","0.331","22","13","813","598","-5","Transverse","Full-size","Base metal","177"
"H-030","H-030-P01","2","X65","MP-03","RP-02","10","10.75","0.331","22","13","813","598","-5","Transverse","Full-size","Base metal","165"
"H-030","H-030-P01","3","X65","MP-03","RP-02","10","10.75","0.331","22","13","813","598","-5","Transverse","Full-size","Base metal","168"
"H-030","H-030-P02","1","X65","MP-03","RP-03","10","12.75","0.323","22","13","820","553","-5","Transverse","Full-size","Base metal","169"
"H-030","H-030-P02","2","X65","MP-03","RP-03","10","12.75","0.323","22","13","820","553","-5","Transverse","Full-size","Base metal","172"
"H-030","H-030-P02","3","X65","MP-03","RP-03","10","12.75","0.323","22","13","820","553","-5","Transverse","Full-size","Base metal","174"
"H-031","H-031-P01","1","X65","MP-04","RP-03","8","12.75","0.3","29","18","822","549","-5","Transverse","Full-size","Base metal","169"
"H-031","H-031-P01","2","X65","MP-04","RP-03","8","12.75","0.3","29","18","822","549","-5","Transverse","Full-size","Base metal","172"
"H-031","H-031-P01","3","X65","MP-04","RP-03","8","12.75","0.3","29","18","822","549","-5","Transverse","Full-size","Base metal","174"
"H-031","H-031-P02","1","X65","MP-04","RP-01","8","8.625","0.331","29","18","829","560","-5","Transverse","Full-size","Base metal","176"
"H-031","H-031-P02","2","X65","MP-04","RP-01","8","8.625","0.331","29","18","829","560","-5","Transverse","Full-size","Base metal","164"
"H-031","H-031-P02","3","X65","MP-04","RP-01","8","8.625","0.331","29","18","829","560","-5","Transverse","Full-size","Base metal","167"
"H-031","H-031-P03","1","X65","MP-04","RP-02","8","10.75","0.323","29","18","836","571","-5","Transverse","Full-size","Base metal","168"
"H-031","H-031-P03","2","X65","MP-04","RP-02","8","10.75","0.323","29","18","836","571","-5","Transverse","Full-size","Base metal","171"
"H-031","H-031-P03","3","X65","MP-04","RP-02","8","10.75","0.323","29","18","836","571","-5","Transverse","Full-size","Base metal","173"
"H-031","H-031-P04","1","X65","MP-04","RP-03","8","12.75","0.3","29","18","782","582","-5","Transverse","Full-size","Base metal","174"
"H-031","H-031-P04","2","X65","MP-04","RP-03","8","12.75","0.3","29","18","782","582","-5","Transverse","Full-size","Base metal","176"
"H-031","H-031-P04","3","X65","MP-04","RP-03","8","12.75","0.3","29","18","782","582","-5","Transverse","Full-size","Base metal","179"
"H-031","H-031-P05","1","X65","MP-04","RP-01","8","8.625","0.331","29","18","789","593","-5","Transverse","Full-size","Base metal","180"
